종목,티커,단타확률,중장기확률,단타정확도,중장기정확도,신호
SK증권,001510.KS,41.44,16.32,56.04,56.64,BUY
레뷰코퍼레이션,443250.KS,41.4,16.25,60.59,56.71,SELL
쎄노텍,222420.KS,60.09,16.19,57.51,49.67,SELL
이베스트스팩6호,478110.KS,17.75,16.17,70.18,40.74,BUY
티와이홀딩스,363280.KS,41.9,16.14,53.81,56.81,BUY
스톤브릿지벤처스,330730.KS,63.71,16.06,46.71,44.17,SELL
엔에스엠,238170.KS,41.88,16.03,54.67,52.93,BUY
비엔케이제2호스팩,473370.KS,51.0,16.0,80.0,31.34,SELL
바이오인프라,199730.KS,62.74,15.99,58.41,68.75,SELL
지엠비코리아,013870.KS,42.31,15.74,53.91,52.36,SELL
위너스,479960.KS,76.65,15.51,44.93,64.06,SELL
나노팀,417010.KS,70.16,15.5,52.34,50.0,SELL
대주산업,003310.KS,61.64,15.49,54.36,43.13,SELL
신영증권,001720.KS,41.17,15.39,53.58,42.79,SELL
비스토스,419540.KS,69.34,15.37,47.93,59.75,SELL
동화기업,025900.KS,63.74,15.22,53.91,50.11,SELL
한농화성,011500.KS,50.64,15.05,50.0,50.9,SELL
엘케이켐,489500.KS,50.53,15.0,53.62,26.98,SELL
벨로크,424760.KS,43.37,14.95,51.35,50.99,SELL
메쎄이상,408920.KS,43.59,14.92,50.0,47.16,SELL
한국무브넥스,010100.KS,46.64,14.85,52.13,48.2,SELL
세니젠,188260.KS,54.17,14.82,53.66,77.36,SELL
원준,382840.KS,49.62,14.71,52.83,51.28,SELL
엔투텍,227950.KS,46.4,14.7,56.86,57.91,BUY
데브시스터즈,194480.KS,38.15,14.52,54.37,48.13,BUY
타이드,346010.KS,35.23,14.45,69.16,62.44,BUY
펄어비스,263750.KS,43.03,14.39,52.44,50.08,BUY
제이아이테크,417500.KS,66.0,14.01,47.48,57.76,BUY
엠디바이스,226590.KS,34.6,14.0,43.28,42.62,BUY
티엑스알로보틱스,484810.KS,51.5,14.0,51.56,35.59,SELL
INVENI,015360.KS,41.93,14.0,50.89,49.89,SELL
카티스,140430.KS,52.7,13.93,53.12,63.11,SELL
한켐,457370.KS,67.94,13.93,56.38,35.23,SELL
솔브레인,357780.KS,25.97,13.92,50.0,46.98,BUY
에이텀,355690.KS,64.38,13.91,55.7,39.22,BUY
태광산업,003240.KS,53.76,13.89,53.69,54.5,BUY
미래에셋비전스팩4호,477380.KS,37.07,13.68,62.6,38.46,SELL
더라미,032860.KS,33.72,13.24,83.78,81.98,SELL
넥사다이내믹스,351320.KS,51.35,13.2,55.56,61.76,SELL
아이스크림미디어,461300.KS,61.35,13.13,56.31,39.8,SELL
에이유브랜즈,481070.KS,56.0,13.07,40.98,35.71,SELL
한국제15호스팩,479880.KS,38.46,13.02,63.25,42.34,BUY
크라우드웍스,355390.KS,61.84,13.0,57.63,64.91,SELL
한주라이트메탈,198940.KS,38.59,12.91,54.03,68.24,SELL
한국피아이엠,448900.KS,75.0,12.78,53.67,52.05,BUY
태웅,044490.KS,74.68,12.52,53.24,45.38,BUY
LS머트리얼즈,417200.KS,33.97,12.45,49.36,47.33,SELL
오건에코텍,212310.KS,0.06,12.43,70.33,74.68,WAIT
아진엑스텍,059120.KS,68.16,12.13,52.8,53.38,SELL
우진,105840.KS,53.75,12.05,51.23,50.34,SELL
삼성스팩10호,0044K0.KS,1.5,12.0,63.64,66.67,BUY
상상인제4호스팩,452670.KS,33.24,11.84,68.39,53.57,SELL
미래에셋비전스팩5호,477470.KS,6.75,11.79,66.39,38.94,BUY
일성아이에스,003120.KS,52.35,11.55,52.35,49.32,SELL
바이오포트,188040.KS,56.15,11.5,67.92,89.36,SELL
에스피소프트,443670.KS,34.31,11.17,50.69,57.97,SELL
나인테크,267320.KS,48.95,11.16,55.05,48.57,SELL
에이엘티,172670.KS,49.43,11.1,51.09,35.39,SELL
클로봇,466100.KS,69.0,11.0,50.54,68.97,SELL
아이쓰리시스템,214430.KS,69.48,11.0,52.71,50.39,SELL
노을,376930.KS,46.0,10.75,56.25,64.54,SELL
심플랫폼,444530.KS,48.98,10.5,51.56,67.24,SELL
미쥬,351020.KS,59.5,10.5,66.87,57.5,SELL
유진테크놀로지,240600.KS,60.52,10.25,52.12,62.89,SELL
알피바이오,314140.KS,44.17,10.06,56.33,41.67,SELL
화신정공,126640.KS,44.28,9.78,53.69,56.42,SELL
버넥트,438700.KS,75.25,9.75,49.46,75.28,SELL
지놈앤컴퍼니,314130.KS,45.78,9.75,55.07,56.56,SELL
엠오티,413390.KS,53.7,9.74,45.45,48.19,SELL
신한제16호스팩,496070.KS,44.96,9.5,56.0,37.78,SELL
이지바이오,353810.KS,37.11,9.28,48.44,50.61,SELL
한화비전,489790.KS,26.76,9.07,54.08,35.48,BUY
민테크,452200.KS,77.46,9.0,57.03,68.85,SELL
셀루메드,049180.KS,74.31,8.79,52.68,54.73,SELL
이지트로닉스,377330.KS,81.33,8.4,51.7,63.89,SELL
더즌,462860.KS,41.15,8.38,50.0,31.03,SELL
성우,458650.KS,57.24,8.0,59.78,50.0,SELL
유라클,088340.KS,18.32,7.95,57.55,67.33,SELL
제이투케이바이오,420570.KS,55.46,7.87,52.21,63.85,SELL
선샤인푸드,217620.KS,14.28,7.72,80.0,80.87,WAIT
이지스레지던스리츠,350520.KS,62.86,7.67,55.94,56.64,SELL
코오롱티슈진,950160.KS,34.6,7.6,54.04,49.75,BUY
네오셈,253590.KS,38.99,7.32,50.61,47.46,SELL
웨이비스,289930.KS,24.08,7.28,44.09,36.78,SELL
세아메카닉스,396300.KS,61.85,7.1,49.3,38.13,SELL
해성에어로보틱스,059270.KS,62.79,7.06,52.27,58.96,SELL
와이즈버즈,273060.KS,42.43,6.88,54.65,51.7,SELL
지더블유바이텍,036180.KS,0.36,6.82,71.92,68.24,SELL
에스디생명공학,217480.KS,8.17,6.78,100.0,100.0,WAIT
에이치엠씨제7호스팩,477340.KS,21.97,6.74,65.25,28.57,SELL
알파칩스,117670.KS,58.67,6.62,75.28,75.11,SELL
삼양엔씨켐,482630.KS,33.76,6.5,45.95,44.12,SELL
엠아이큐브솔루션,373170.KS,47.11,6.5,55.49,53.98,SELL
엔에프씨,265740.KS,40.62,6.5,53.16,48.8,BUY
하나34호스팩,484130.KS,38.59,6.39,62.5,39.02,SELL
우정바이오,215380.KS,47.62,6.27,54.75,54.21,BUY
나우코스,257990.KS,24.02,5.94,64.8,50.95,BUY
STX,011810.KS,0.59,5.9,63.87,67.34,WAIT
유진로봇,056080.KS,51.32,5.9,53.47,55.52,SELL
한빛레이저,452190.KS,58.1,5.69,59.21,55.48,SELL
RF시스템즈,474610.KS,64.03,5.5,59.09,39.02,SELL
조선내화,462520.KS,36.38,5.38,50.82,47.19,SELL
선도전기,007610.KS,3.66,5.07,100.0,100.0,WAIT
메가터치,446540.KS,40.06,5.0,53.37,45.86,SELL
고영,098460.KS,38.88,4.89,53.8,50.56,SELL
에코프로머티,450080.KS,40.65,4.74,50.93,48.72,SELL
큐렉소,060280.KS,60.65,4.71,53.02,53.83,SELL
모티브링크,463480.KS,41.15,4.58,50.0,67.19,SELL
세토피아,222810.KS,55.52,4.53,81.19,81.18,SELL
엘에스스팩1호,0041J0.KS,51.5,4.5,69.23,50.0,SELL
엔젠바이오,354200.KS,52.43,4.5,54.76,56.57,SELL
세븐브로이맥주,267080.KS,0.12,4.14,100.0,100.0,WAIT
더본코리아,475560.KS,49.75,4.12,54.95,69.41,SELL
씨케이솔루션,480370.KS,40.45,4.0,50.77,48.33,SELL
삼성FN리츠,448730.KS,48.02,4.0,51.94,32.0,BUY
에이원알폼,234070.KS,42.57,3.87,57.93,53.86,SELL
에르코스,435570.KS,23.37,3.6,50.0,38.1,SELL
차이커뮤니케이션,351870.KS,58.54,3.5,47.96,78.49,SELL
대성하이텍,129920.KS,30.73,3.5,50.2,48.18,BUY
고려아연,010130.KS,49.22,3.5,52.35,52.82,BUY
알파AI,043100.KS,32.65,3.48,56.38,57.66,SELL
코다코,046070.KS,0.0,3.43,78.19,74.44,WAIT
한화갤러리아,452260.KS,23.78,3.15,51.92,48.02,BUY
마이크로투나노,424980.KS,69.83,3.05,56.93,53.81,SELL
이오플로우,294090.KS,10.17,2.29,80.56,71.79,WAIT
삼부토건,001470.KS,2.78,2.22,69.8,68.13,WAIT
에스지헬스케어,398120.KS,63.42,2.13,58.02,36.84,SELL
새빗켐,107600.KS,43.94,2.0,55.86,52.19,SELL
레이크머티리얼즈,281740.KS,68.41,1.84,51.09,50.51,SELL
압타머사이언스,291650.KS,22.47,1.63,54.55,51.03,BUY
삼양컴텍,484590.KS,28.75,1.5,55.88,39.29,BUY
도우인시스,484120.KS,65.5,1.5,64.1,63.64,SELL
알멕,354320.KS,23.52,1.5,48.15,57.61,SELL
티에스넥스젠,043220.KS,0.0,1.1,67.79,70.05,WAIT
키스트론,475430.KS,32.0,1.0,52.0,54.55,SELL
씨싸이트,109670.KS,66.86,1.0,52.6,56.08,SELL
범양건영,002410.KS,0.84,0.78,66.22,64.19,WAIT
지씨지놈,340450.KS,58.0,0.5,41.67,59.52,SELL
아모센스,357580.KS,53.96,0.5,52.21,53.75,BUY
티씨머티리얼즈,125020.KS,42.0,0.5,52.83,33.33,BUY
제이피아이헬스케어,0010V0.KS,30.5,0.5,63.64,59.26,SELL
센서뷰,321370.KS,43.48,0.33,50.0,50.0,SELL
마스턴프리미어리츠,357430.KS,44.69,0.16,53.33,57.95,SELL
오에스피,368970.KS,78.36,0.13,54.32,75.11,SELL
씨씨에스,066790.KS,0.0,0.0,62.19,65.09,WAIT
대한조선,439260.KS,47.0,0.0,51.35,19.35,BUY
샘씨엔에스,252990.KS,42.53,0.0,49.13,51.91,SELL
큐라켐,456190.KS,13.15,0.0,95.96,44.27,BUY
시스웍,269620.KS,0.0,0.0,100.0,100.0,WAIT
KB제32호스팩,0037T0.KS,55.0,0.0,55.81,51.35,SELL
위니아에이드,377460.KS,0.0,0.0,100.0,100.0,WAIT
팡스카이,266350.KS,0.0,0.0,100.0,100.0,WAIT
제일엠앤에스,412540.KS,0.0,0.0,100.0,100.0,WAIT
대산F&B,065150.KS,0.0,0.0,78.86,82.55,WAIT
시큐레터,418250.KS,0.0,0.0,100.0,100.0,WAIT
타조이엔터테인먼트,476710.KS,29.01,0.0,96.74,65.52,BUY
DGI,099520.KS,0.0,0.0,100.0,100.0,WAIT
